Date,Hotel Name,Source,Language,Score,URL,Author,Title,Text,Translation,Translated Review,Sentiment,Aspect Sentiments
2022-05-24,Becamex New City Hotel,Google,Vietnamese,80,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=de,vy nguyen,,"Quy mô rộng, thoáng , nhân viên phục vụ nhiệt tình, lịch sự, đồ ăn buffet nhẹ ko ngon ,sơ xài, đơn giản","Large scale, airy, enthusiastic and polite service staff, light buffet food is not delicious, simple","The space is wide and bright, the staff is enthusiastic and polite, the light buffet food is not tasty, rough, and simple.","The overall sentiment of the text is 'neutral.' While there are positive comments about the space and the staff, there is also a negative remark about the buffet food. The positive and negative aspects balance out, leading to a neutral sentiment.","{
  ""aspects"": {
    ""space"": {
      ""sentiment"": ""positive""
    },
    ""staff"": {
      ""sentiment"": ""positive""
    },
    ""buffet food"": {
      ""sentiment"": ""negative""
    }
  }
}"
2022-05-23,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=de,Vũ Phạm,,"Khách sạn rộng rãi. Thoáng mát, dịch vụ chu đáo The hotel is spacious. Breathable, attentive service","Spacious hotel. Cool, attentive service The hotel is spacious. Breathable, attentive service","The hotel is spacious. Fresh air, attentive service.",The overall sentiment of the text is 'positive'.,"{
  ""aspects"": [
    {
      ""aspect"": ""spacious"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""fresh air"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""attentive service"",
      ""sentiment"": ""positive""
    }
  ]
}"
2022-05-16,Becamex New City Hotel,Google,English,80,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=de,K H,,This is a very greenery set up and high standard hotel. Room clean and spaces. Breakfast is plenty of choices and delicious. The only problem here difficult to access to major town because is a new town yet fully developed. Surrounding nothing interesting but is good for business trip because in new industrial zone -after work go back hotel and  Another problem of the hotel could building design problem. Car porch flooded and very difficult to access your taxi if heavy pour. Others are good.,This is a very greenery set up and high standard hotel. Room clean and spaces. Breakfast is plenty of choices and delicious. The only problem here difficult to access to major town because is a new town yet fully developed. Surrounding nothing interesting but is good for business trip because in new industrial zone -after work go back hotel and  Another problem of the hotel could building design problem. Car porch flooded and very difficult to access your taxi if heavy pour. Others are good.,"This is a very green setup and a high-standard hotel. The rooms are clean and spacious. The breakfast offers plenty of choices and is delicious. The only issue is that it's difficult to access the major town since it is a new town that is not yet fully developed. There is nothing interesting in the surroundings, but it is good for a business trip because it is located in a new industrial zone—after work, you can go back to the hotel. Another problem with the hotel could be the building design. The car porch floods, making it very difficult to access your taxi during heavy rain. Other than that, everything is good.","The overall sentiment of the text is 'neutral'. The text provides both positive aspects (green setup, high-standard hotel, clean rooms, delicious breakfast) and negative aspects (difficult access, lack of interesting surroundings, building design issues), leading to a balanced view without a strong positive or negative bias.","```json
{
  ""aspects"": [
    {
      ""aspect"": ""hotel setup"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""room cleanliness"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""room size"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""breakfast choices"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""breakfast taste"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""access to town"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""surroundings"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""location for business"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""building design"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""car porch accessibility"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""overall hotel experience"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-05-06,Becamex New City Hotel,Agoda,English,96,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,Niels,Niels,"Nice location, not so much traffic - Easy to get around - Good service and the Food service is getting better and better :-)","Nice location, not so much traffic - Easy to get around - Good service and the Food service is getting better and better :-)","Nice location, not much traffic - Easy to get around - Good service and the food service is improving more and more :-).",Positive,"{
  ""aspects"": [
    {
      ""aspect"": ""location"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""traffic"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""ease of getting around"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""service"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""food service"",
      ""sentiment"": ""positive""
    }
  ]
}"
2022-04-21,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=de,Cẩm Tú Phạm thị,,"Đồ ăn ngonnnnn, phòng đẹp và nhân viên rất chuyên nghiệp","Delicious food, nice room and very professional staff","The food is delicious, the room is beautiful, and the staff is very professional.",The overall sentiment of the text is 'positive'.,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""food"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""room"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""staff"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-04-18,Becamex New City Hotel,Ctrip,Chinese,64,https://hotels.ctrip.com/international/7359980.html,,,房间一般 设施还行 重点是有个前台态度恶劣 应该是个新人 没有服务意识 一副高高在上的样子念规章制度 不懂微笑服务 不考虑客人实际情况 死脑筋 三番五次为难客人 很影响整体体验 这种人招来干嘛的 差评!!!,"The general facilities in the room are okay. The key point is that there is a front desk with a bad attitude. He must be a newcomer with no sense of service. He looks superior. He reads the rules and regulations, does not understand the service with a smile and does not consider the actual situation of the guests. Bad reviews!!!","The room is average, and the facilities are decent. The main issue is with the front desk staff's poor attitude. They seem to be a newcomer without any service awareness, acting all high and mighty while reciting the rules and regulations. They lack a friendly demeanor and don't consider the actual situation of the guests, being rigid in their approach and repeatedly making things difficult for guests. This significantly impacts the overall experience. Why hire such a person? Negative review!!!",The overall sentiment of the given text is 'negative'.,"{
  ""aspects"": [
    {
      ""aspect"": ""room"",
      ""sentiment"": ""neutral""
    },
    {
      ""aspect"": ""facilities"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""front desk staff"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""service awareness"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""staff demeanor"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""staff approach"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""overall experience"",
      ""sentiment"": ""negative""
    }
  ]
}"
2022-04-17,Becamex New City Hotel,Agoda,English,100,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,Shahrani,Great hotel,Best in that industrial area,Best in that industrial area,Best in that industrial area.,Positive,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""industrial area"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-04-12,Becamex New City Hotel,Ctrip,Chinese,94,https://hotels.ctrip.com/international/7359980.html,E39254****,,服務人員態度很好。一樓外面有24小時的超商，非常方便。空間很大，不想待在房間，可以在中庭及附近散步。很安靜。,"The attitude of the service staff is very good. There is a 24-hour supermarket outside on the first floor, which is very convenient. There is a lot of space. If you don't want to stay in the room, you can take a walk in the atrium and nearby. very quiet.","The service staff were very friendly. There is a 24-hour convenience store outside on the first floor, which is very convenient. The space is very large, and if you don't want to stay in the room, you can walk around the courtyard and nearby areas. It's very quiet.",The overall sentiment of the given text is 'positive'.,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""service staff"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""24-hour convenience store"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""space size"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""courtyard and nearby areas"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""quietness"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-04-11,Becamex New City Hotel,Ctrip,,100,https://hotels.ctrip.com/international/7359980.html,M252907****,,手机落酒店了,I left my phone at the hotel,The phone was left at the hotel.,The overall sentiment of the given text is 'neutral'.,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""phone"",
      ""sentiment"": ""neutral""
    },
    {
      ""aspect"": ""hotel"",
      ""sentiment"": ""neutral""
    }
  ]
}
```"
2022-04-11,Becamex New City Hotel,Agoda,English,96,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,Shawn,A pleasant surprise,The hotel is a pleasant surprise of luxury with a staff that earn more than 5 stars. Very friendly and accommodating. I’m looking forward to my return. Thank you for an enjoyable stay,The hotel is a pleasant surprise of luxury with a staff that earn more than 5 stars. Very friendly and accommodating. I’m looking forward to my return. Thank you for an enjoyable stay,The hotel is a pleasant surprise of luxury with a staff that deserves more than 5 stars. They are very friendly and accommodating. I’m looking forward to my return. Thank you for an enjoyable stay.,The overall sentiment of the given text is 'positive'.,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""hotel"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""staff"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""friendliness"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""accommodation"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""overall stay"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""return visit"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-04-05,Becamex New City Hotel,Agoda,English,100,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,Shawn,Excellent surprise,I was happily surprised by this accommodation. More luxurious than I expected and the staff is the best I have dealt with in my travels the last 5 months. I was so happy with it I moved into their services apartment building next door. Book this accommodation. You will not be disappointed!!,I was happily surprised by this accommodation. More luxurious than I expected and the staff is the best I have dealt with in my travels the last 5 months. I was so happy with it I moved into their services apartment building next door. Book this accommodation. You will not be disappointed!!,"I was happily surprised by this accommodation. It was more luxurious than I expected, and the staff is the best I have encountered during my travels in the last 5 months. I was so pleased with it that I moved into their serviced apartment building next door. Book this accommodation. You will not be disappointed!",The overall sentiment of the given text is 'positive'.,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""accommodation"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""luxury"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""staff"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""serviced apartment"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""recommendation to book"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-04-02,Becamex New City Hotel,Google,,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=de,An Phạm,,Xin xò,Very Good,"""Xin xò"" can be translated to ""very splendid"" or ""very luxurious"" in English. It is a Vietnamese slang expression often used to describe something impressive or extravagant.",The overall sentiment of the given text is 'positive'.,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""Xin xò"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""very splendid"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""very luxurious"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""impressive"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""extravagant"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
